정지_여자|0|0.00000,0.94686,0.03199|-0.12463,0.10024,-0.08409|0.12042,0.10050,-0.08371|-0.21536,0.84159,-0.00404|0.15325,0.83495,-0.17103|0.01302,1.37451,-0.00366|0.01914,1.62722,-0.01153|0.02246,1.37287,0.06959|-0.10591,0.50519,0.05240|0.10217,0.50164,0.05330
정지_여자|1|0.00000,0.94686,0.03199|-0.12463,0.10024,-0.08409|0.12042,0.10050,-0.08371|-0.21191,0.83939,0.00404|0.15385,0.83123,-0.16342|0.01161,1.37402,-0.00889|0.01642,1.62660,-0.02067|0.02144,1.37355,0.06427|-0.10591,0.50519,0.05240|0.10217,0.50164,0.05330
정지_여자|2|0.00000,0.94686,0.03199|-0.12463,0.10024,-0.08409|0.12042,0.10050,-0.08371|-0.20838,0.83752,0.01170|0.15423,0.82791,-0.15606|0.01029,1.37347,-0.01378|0.01395,1.62590,-0.02897|0.02054,1.37404,0.05938|-0.10591,0.50519,0.05240|0.10217,0.50164,0.05330
정지_여자|3|0.00000,0.94686,0.03199|-0.12463,0.10024,-0.08409|0.12042,0.10050,-0.08371|-0.20498,0.83604,0.01842|0.15432,0.82517,-0.14955|0.00915,1.37294,-0.01791|0.01187,1.62520,-0.03586|0.01986,1.37434,0.05517|-0.10591,0.50519,0.05240|0.10217,0.50164,0.05330
정지_여자|4|0.00000,0.94686,0.03199|-0.12463,0.10024,-0.08409|0.12042,0.10050,-0.08371|-0.20200,0.83497,0.02365|0.15415,0.82312,-0.14432|0.00829,1.37250,-0.02105|0.01038,1.62463,-0.04083|0.01935,1.37445,0.05194|-0.10591,0.50519,0.05240|0.10217,0.50164,0.05330
정지_여자|5|0.00000,0.94686,0.03199|-0.12463,0.10024,-0.08409|0.12042,0.10050,-0.08371|-0.19966,0.83427,0.02714|0.15372,0.82181,-0.14079|0.00774,1.37222,-0.02297|0.00949,1.62428,-0.04356|0.01914,1.37441,0.04994|-0.10591,0.50519,0.05240|0.10217,0.50164,0.05330
정지_여자|6|0.00000,0.94686,0.03199|-0.12463,0.10024,-0.08409|0.12042,0.10050,-0.08371|-0.19813,0.83391,0.02854|0.15300,0.82125,-0.13918|0.00761,1.37213,-0.02356|0.00932,1.62421,-0.04390|0.01918,1.37424,0.04934|-0.10591,0.50519,0.05240|0.10217,0.50164,0.05330
정지_여자|7|0.00000,0.94686,0.03199|-0.12463,0.10024,-0.08409|0.12042,0.10050,-0.08371|-0.19749,0.83387,0.02786|0.15211,0.82146,-0.13960|0.00783,1.37225,-0.02280|0.00983,1.62443,-0.04181|0.01948,1.37397,0.05011|-0.10591,0.50519,0.05240|0.10217,0.50164,0.05330
정지_여자|8|0.00000,0.94686,0.03199|-0.12463,0.10024,-0.08409|0.12042,0.10050,-0.08371|-0.19783,0.83418,0.02510|0.15104,0.82243,-0.14207|0.00838,1.37257,-0.02071|0.01106,1.62491,-0.03743|0.02003,1.37360,0.05223|-0.10591,0.50519,0.05240|0.10217,0.50164,0.05330
정지_여자|9|0.00000,0.94686,0.03199|-0.12463,0.10024,-0.08409|0.12042,0.10050,-0.08371|-0.19911,0.83487,0.02042|0.14994,0.82415,-0.14636|0.00932,1.37303,-0.01740|0.01285,1.62554,-0.03105|0.02084,1.37313,0.05555|-0.10591,0.50519,0.05240|0.10217,0.50164,0.05330
